"id_medicament","Code_EAN_13","Nom","Image_URL","Présentation","Dosage","Distributeur_ou_fabriquant","Composition","Classe_thérapeutique","Statut","Code_ATC","PPV","Prix_hospitalier","Tableau","Indications","Min_Stock","Stock_Actuel","url_medicament"
"3337","6118000310563","NEOCLAV 500 MG / 62.5 MG, Sachet","https://medicament.ma/image/15791/","Boite de 24",NULL,"PHARMED","Amoxicilline | Acide clavulanique","Antibiotique, pénicilline avec inhibiteur des bêtalactamases","Commercialisé","J01CR02","109.30","68.30","A",NULL,"0","2","https://medicament.ma/medicament/neoclav-500-mg-62-5-mg-poudre-pour-suspension-buvable/"
"3338","6118000310532","NEOCLAV 500 MG / 62.5 MG, Sachet","https://medicament.ma/image/15791/","Boite de 12","500 MG  | 62.5 MG","PHARMED","Amoxicilline | Acide clavulanique","Antibiotique, pénicilline avec inhibiteur des bêtalactamases","Commercialisé","J01CR02","57.90","36.20","A","Traitement des infections suivantes chez les adultes et les enfants:- sinusite bactérienne aiguë (diagnostiquée de façon appropriée),- otite moyenne aiguë,- exacerbations aiguës de bronchite chronique (diagnostiquée de façon appropriée),- pneumonie aiguë communautaire,- cystite,- pyélonéphrite,- infections de la peau et des tissus mous, en particulier cellulite, morsures animales, abcès dentaire sévère avec propagation de cellulite,- infections des os et des articulations, en particulier ostéomyélite.Il convient de tenir compte des recommandations officielles concernant l’utilisation appropriée des antibactériens.","0","31","https://medicament.ma/medicament/neoclav-500-mg62-5-mg-poudre-pour-suspension-buvable/"
"3339","6118000310501","NEOCLAV ENFANT, Poudre pour suspension buvable","https://medicament.ma/image/15791/","Flacon de 60 ml","100 MG  | 12,5 MG | ML","PHARMED","Amoxicilline | Acide clavulanique","Antibiotiques","Commercialisé","J01CR02","58.90","36.80","A","Traitement des infections suivantes chez les adultes et les enfants :-  sinusite bactérienne aiguë (diagnostiquée de façon appropriée),- otite moyenne aiguë,- exacerbations aiguës de bronchite chronique (diagnostiquée de façon appropriée),- pneumonie aiguë communautaire,- cystite,- pyélonéphrite,- infections de la peau et des tissus mous, en particulier cellulite, morsures animales, abcès dentaire sévère avec propagation de cellulite,- infections des os et des articulations, en particulier ostéomyélite.Il convient de tenir compte des recommandations officielles concernant l’utilisation appropriée des antibactériens.","0","1","https://medicament.ma/medicament/neoclav-enfants-sirop/"
"3340","6118000310518","NEOCLAV NOURRISSON, Poudre pour suspension buvable","https://medicament.ma/image/15791/","Flacon de 30 ml","100 MG | 12.5 MG","PHARMED","Amoxicilline | Acide clavulanique","Antibiotiques","Commercialisé","J01CR02","34.20","21.40","A","Traitement des infections suivantes chez les adultes et les enfants :- sinusite bactérienne aiguë (diagnostiquée de façon appropriée),- otite moyenne aiguë,- exacerbations aiguës de bronchite chronique (diagnostiquée de façon appropriée),- pneumonie aiguë communautaire,- cystite,- pyélonéphrite,- infections de la peau et des tissus mous, en particulier cellulite, morsures animales, abcès dentaire sévère avec propagation de cellulite,- infections des os et des articulations, en particulier ostéomyélite.Il convient de tenir compte des recommandations officielles concernant l’utilisation appropriée des antibactériens.","0","10","https://medicament.ma/medicament/neoclav-nourissons-sirop/"
"3343","6118000032700","NEOFORTAN 150 MG, Suppositoire","https://medicament.ma/image/15791/","Boîte de 8","150 MG","LAPROPHAN","Phloroglucinol","Antispasmodique musculotrope","Commercialisé","A03AX12","18.30","11.40","Aucun","- Traitement symptomatique des douleurs liées aux troubles fonctionnels du tube digestif et des voies biliaires.- Traitement des manifestations spasmodiques et douloureuses aiguës des voies urinaires : coliques néphrétiques.- Traitement symptomatique des manifestations spasmodiques douloureuses en gynécologie.- Traitement adjuvant des contractions au cours de la grossesse en association au repos.","0","5","https://medicament.ma/medicament/neofortan-150-mg-suppositoire/"
"3344","6118000031697","NEOFORTAN 160 MG, Comprimé effervescent","https://medicament.ma/image/15791/","Boîte de 10","160 MG","LAPROPHAN","Phloroglucinol","Antispasmodique musculotrope","Commercialisé","A03AX12","92.30","57.70","Aucun","- Traitement symptomatique des douleurs liées aux troubles fonctionnels du tube digestif et des voies biliaires.- Traitement des manifestations spasmodiques et douloureuses aiguës des voies urinaires : coliques néphrétiques.- Traitement symptomatique des manifestations spasmodiques douloureuses en gynécologie.- Traitement adjuvant des contractions au cours de la grossesse en association au repos.","0","12","https://medicament.ma/medicament/neofortan-160-mg-comprime-effervescent/"
"3348","6118000190615","NEOMOX 1 G, Comprimé dispersible","https://medicament.ma/image/15791/","Boîte de 12","1 G","GALENICA","Amoxicilline","Antibiotique, pénicilline à large spectre","Commercialisé","J01CA04","51.40","32.10","A","L’amoxicilline est indiquée pour le traitement des infections dues aux germes Gram négatifs sensibles à l'amoxicilline, de même que dans le traitement des infections mixtes dues à des germes sensibles Gram positifs et Gram négatifs, tels que:Infections des voies respiratoires:Exacerbations aiguës de bronchites chroniques, pneumonie bactérienne, bronchectasies, abcès pulmonaire, empyème.Infections de la sphère ORL:Otite moyenne, sinusite, amygdalite, pharyngite (due aux streptocoques).Infections des voies urinaires:Pyélonéphrite aiguë ou chronique, cystite, urétrite.Infections de l'appareil gastro-intestinal:Fièvres typhoïde et paratyphoïde, diarrhée bactérienne.Affections vénériennes:Gonorrhée (urétrite spécifique).Infections sévères telles que:septicémie,avortement septique,fièvre puerpérale,endocardite,phlegmon,méningite,de même que maladie de Lyme (stade I, érythème chronique migrateur ou érythème chronique migrateur associé à des symptômes articulaires fugaces ou à des manifestations neurologiques fugaces ou limitées).Les recommandations officielles pour un emploi adéquat des antibiotiques devraient être respectées, notamment les recommandations d'utilisation, afin d'éviter une augmentation des résistances aux antibiotiques.","0","39","https://medicament.ma/medicament/neomox-1g-comprime-dispersible/"
"3349","6118000190622","NEOMOX 1 G, Comprimé dispersible","https://medicament.ma/image/15791/","Boîte de 14","1 G","GALENICA","Amoxicilline","Antibiotique, pénicilline à large spectre","Commercialisé","J01CA04","59.90","37.50","A","L’amoxicilline est indiquée dans le traitement des infections suivantes chez l’adulte et l’enfant:- Sinusite bactérienne aiguë,- Otite moyenne aiguë,- Angine/pharyngite documentée à streptocoque,- Exacerbations aigües de bronchite chronique,- Pneumonie communautaire,- Cystite aiguë,- Bactériurie asymptomatique gravidique,- Pyélonéphrite aiguë,- Fièvre typhoïde et paratyphoïde,- Abcès dentaire avec cellulite,- Infections articulaires sur prothèses,- Eradication de Helicobacter pylori,- Maladie de Lyme.L’amoxicilline est aussi indiquée dans la prophylaxie de l’endocardite.Il convient de tenir compte des recommandations officielles concernant l'utilisation appropriée des antibactériens.","0","31","https://medicament.ma/medicament/neomox-1g-comprime-dispersible-2/"
"3350","6118000190639","NEOMOX 1 G, Comprimé dispersible","https://medicament.ma/image/15791/","Boîte de 24","1 G","GALENICA","Amoxicilline","Antibiotique, pénicilline à large spectre","Commercialisé","J01CA04","90.40","56.50","A","L’amoxicilline est indiquée pour le traitement des infections dues aux germes Gram négatifs sensibles à l'amoxicilline, de même que dans le traitement des infections mixtes dues à des germes sensibles Gram positifs et Gram négatifs, tels que:Infections des voies respiratoires:Exacerbations aiguës de bronchites chroniques, pneumonie bactérienne, bronchectasies, abcès pulmonaire, empyème.Infections de la sphère ORL:Otite moyenne, sinusite, amygdalite, pharyngite (due aux streptocoques).Infections des voies urinaires:Pyélonéphrite aiguë ou chronique, cystite, urétrite.Infections de l'appareil gastro-intestinal:Fièvres typhoïde et paratyphoïde, diarrhée bactérienne.Affections vénériennes:Gonorrhée (urétrite spécifique).Infections sévères telles que:septicémie,avortement septique,fièvre puerpérale,endocardite,phlegmon,méningite,de même que maladie de Lyme (stade I, érythème chronique migrateur ou érythème chronique migrateur associé à des symptômes articulaires fugaces ou à des manifestations neurologiques fugaces ou limitées).Les recommandations officielles pour un emploi adéquat des antibiotiques devraient être respectées, notamment les recommandations d'utilisation, afin d'éviter une augmentation des résistances aux antibiotiques.","0","33","https://medicament.ma/medicament/neomox-1g-comprime-dispersible-3/"
"3351","6118000190691","NEOMOX 125 MG / 5 ML, Poudre pour solution buvable","https://medicament.ma/image/15791/","Flacon de 100 ml","125 MG / 5 ML","GALENICA","Amoxicilline","Antibiotique, pénicilline à large spectre","Commercialisé","J01CA04","23.70","14.80","A","L’amoxicilline est indiquée pour le traitement des infections dues aux germes Gram négatifs sensibles à l'amoxicilline, de même que dans le traitement des infections mixtes dues à des germes sensibles Gram positifs et Gram négatifs, tels que:Infections des voies respiratoires:Exacerbations aiguës de bronchites chroniques, pneumonie bactérienne, bronchectasies, abcès pulmonaire, empyème.Infections de la sphère ORL:Otite moyenne, sinusite, amygdalite, pharyngite (due aux streptocoques).Infections des voies urinaires:Pyélonéphrite aiguë ou chronique, cystite, urétrite.Infections de l'appareil gastro-intestinal:Fièvres typhoïde et paratyphoïde, diarrhée bactérienne.Affections vénériennes:Gonorrhée (urétrite spécifique).Infections sévères telles que:septicémie,avortement septique,fièvre puerpérale,endocardite,phlegmon,méningite,de même que maladie de Lyme (stade I, érythème chronique migrateur ou érythème chronique migrateur associé à des symptômes articulaires fugaces ou à des manifestations neurologiques fugaces ou limitées).Les recommandations officielles pour un emploi adéquat des antibiotiques devraient être respectées, notamment les recommandations d'utilisation, afin d'éviter une augmentation des résistances aux antibiotiques.","0","14","https://medicament.ma/medicament/neomox-125-mg5-ml-poudre-pour-solution-buvable-2/"
"3352","6118000190684","NEOMOX 125 MG / 5 ML, Poudre pour suspension buvable","https://medicament.ma/image/15791/","Flacon de 60 ml","125 MG / 5 ML","GALENICA","Amoxicilline","Antibiotique, pénicilline à large spectre","Commercialisé","J01CA04","14.30","8.90","A","L’amoxicilline est indiquée pour le traitement des infections dues aux germes Gram négatifs sensibles à l'amoxicilline, de même que dans le traitement des infections mixtes dues à des germes sensibles Gram positifs et Gram négatifs, tels que:Infections des voies respiratoires:Exacerbations aiguës de bronchites chroniques, pneumonie bactérienne, bronchectasies, abcès pulmonaire, empyème.Infections de la sphère ORL:Otite moyenne, sinusite, amygdalite, pharyngite (due aux streptocoques).Infections des voies urinaires:Pyélonéphrite aiguë ou chronique, cystite, urétrite.Infections de l'appareil gastro-intestinal:Fièvres typhoïde et paratyphoïde, diarrhée bactérienne.Affections vénériennes:Gonorrhée (urétrite spécifique).Infections sévères telles que:septicémie,avortement septique,fièvre puerpérale,endocardite,phlegmon,méningite,de même que maladie de Lyme (stade I, érythème chronique migrateur ou érythème chronique migrateur associé à des symptômes articulaires fugaces ou à des manifestations neurologiques fugaces ou limitées).Les recommandations officielles pour un emploi adéquat des antibiotiques devraient être respectées, notamment les recommandations d'utilisation, afin d'éviter une augmentation des résistances aux antibiotiques.","0","13","https://medicament.ma/medicament/neomox-125-mg5-ml-poudre-pour-solution-buvable/"
"3353","6118000190707","NEOMOX 250 MG / 5 ML, Poudre pour solution buvable","https://medicament.ma/image/15791/","Flacon de 60 ml","250 MG / 5 ML","GALENICA","Amoxicilline","Antibiotique, pénicilline à large spectre","Commercialisé","J01CA04","22.80","14.30","A","L’amoxicilline est indiquée pour le traitement des infections dues aux germes Gram négatifs sensibles à l'amoxicilline, de même que dans le traitement des infections mixtes dues à des germes sensibles Gram positifs et Gram négatifs, tels que:Infections des voies respiratoires:Exacerbations aiguës de bronchites chroniques, pneumonie bactérienne, bronchectasies, abcès pulmonaire, empyème.Infections de la sphère ORL:Otite moyenne, sinusite, amygdalite, pharyngite (due aux streptocoques).Infections des voies urinaires:Pyélonéphrite aiguë ou chronique, cystite, urétrite.Infections de l'appareil gastro-intestinal:Fièvres typhoïde et paratyphoïde, diarrhée bactérienne.Affections vénériennes:Gonorrhée (urétrite spécifique).Infections sévères telles que:septicémie,avortement septique,fièvre puerpérale,endocardite,phlegmon,méningite,de même que maladie de Lyme (stade I, érythème chronique migrateur ou érythème chronique migrateur associé à des symptômes articulaires fugaces ou à des manifestations neurologiques fugaces ou limitées).Les recommandations officielles pour un emploi adéquat des antibiotiques devraient être respectées, notamment les recommandations d'utilisation, afin d'éviter une augmentation des résistances aux antibiotiques.","0","17","https://medicament.ma/medicament/neomox-250-mg5-ml-poudre-pour-solution-buvable/"
